f0_workload,f1_mean,f2_std,f3_delta,f4_trend,f5_ema,f6_temperature,f7_headroom,f8_efficiency,f9_short_long
4952,5360,223,-303,-37,5281,10803,10957,604,-254
5478,5366,226,527,-20,5332,11839,9921,624,-221
5174,5373,219,-305,-63,5294,11662,10098,613,-275
4958,5291,236,-216,-71,5191,10297,11463,604,-140
4862,5215,263,-97,-88,5092,11442,10318,600,-348
4778,5107,241,-84,-78,4989,11076,10684,596,-385
4796,5031,232,18,-73,4924,11952,9808,597,-352
5231,5029,229,435,-33,5000,10543,11217,615,-150
4877,5019,234,-354,-53,4968,11472,10288,601,-82
5182,4982,174,304,9,5013,11297,10463,613,183
4754,4930,171,-427,11,4937,12294,9466,595,13
5189,4959,192,435,35,5006,11649,10111,614,133
5702,5064,306,513,87,5204,12131,9629,631,243
6592,5290,569,889,184,5601,10694,11066,654,860
5937,5433,570,-654,185,5717,11928,9832,638,1030
6683,5615,695,746,267,5999,10961,10799,656,1263
7031,5884,770,348,306,6317,11931,9829,662,1066
6499,6049,743,-532,282,6399,11583,10177,652,1103
6344,6247,560,-155,168,6429,11984,9776,648,604
6760,6443,410,416,98,6556,11182,10578,657,145
6490,6542,300,-270,22,6561,12443,9317,651,-17
6423,6521,301,-66,17,6522,11640,10120,650,59
6144,6547,256,-279,-76,6433,11701,10059,643,-311
5790,6435,349,-354,-125,6248,11780,9980,634,-506
5337,6223,429,-453,-153,5973,11673,10087,619,-746
5466,6094,479,129,-186,5817,11110,10650,624,-901
4820,5904,623,-646,-266,5526,10279,11481,599,-1114
4865,5667,612,45,-260,5308,10900,10860,601,-986
5168,5502,542,303,-214,5236,12548,9212,613,-881
5464,5382,417,296,-118,5267,11900,9860,624,-345
5328,5280,302,-137,-41,5259,11707,10053,619,65
5833,5285,311,505,60,5404,12585,9175,636,410
5613,5320,330,-220,93,5464,11757,10003,629,434
5858,5369,374,245,153,5573,12192,9568,636,638
5767,5487,329,-91,127,5648,11393,10367,633,414
5337,5546,243,-430,48,5583,11556,10204,619,173
5473,5584,201,136,2,5564,12113,9647,624,-93
5678,5611,198,204,-3,5599,11623,10137,631,-183
5659,5652,166,-18,-29,5623,11613,10147,630,-78
5562,5618,153,-97,-18,5600,11782,9978,627,23
5570,5613,154,8,-22,5592,11715,10045,627,-25
5865,5614,155,294,25,5660,12212,9548,636,83
5445,5574,152,-420,27,5597,11492,10268,623,85
6245,5687,244,800,58,5784,11171,10589,647,263
5263,5661,275,-982,0,5648,12002,9758,617,-16
5356,5621,293,93,-24,5566,12502,9258,620,1
4989,5537,358,-367,-73,5403,11410,10350,606,-535
4916,5456,412,-73,-122,5263,11338,10422,603,-591
4998,5385,435,82,-147,5181,12077,9683,606,-667
5578,5349,405,580,-80,5273,11743,10017,628,-295
5194,5317,406,-384,-82,5246,10587,11173,614,-97
4967,5158,217,-227,-12,5141,11050,10710,605,142
4972,5121,221,5,-16,5090,12730,9030,605,-123
4794,5051,224,-178,-19,5001,11063,10697,597,-224
4615,5004,267,-179,-62,4894,11667,10093,589,-337
5259,5047,277,644,-50,4995,11235,10525,617,-253
5290,5084,287,31,-35,5077,11404,10356,618,-46
6520,5201,544,1229,138,5464,11945,9815,653,782
6951,5421,794,431,283,5884,11827,9933,661,1332
6266,5583,817,-685,305,6016,10615,11145,647,1593
5945,5705,789,-321,269,6025,10411,11349,638,1092
7079,5991,820,1134,286,6352,11774,9986,663,703
6336,6206,636,-743,167,6396,12034,9726,648,396
6515,6363,529,179,92,6461,11477,10283,652,449
6464,6509,341,-51,-15,6494,12388,9372,651,-114
6733,6536,349,270,5,6560,12818,8942,656,55
6220,6445,323,-513,23,6455,12411,9349,645,44
5721,6377,401,-499,-56,6256,11823,9937,631,-243
5273,6293,532,-447,-194,5992,11639,10121,616,-887
5777,6130,461,504,-153,5902,11312,10448,633,-863
6359,6133,462,581,-112,6017,11596,10164,649,-527
6495,6130,460,136,-41,6136,12448,9312,652,128
6043,6078,443,-451,-12,6101,11702,10058,641,354
6930,6102,482,887,129,6314,12412,9348,660,619
6725,6165,525,-205,193,6430,12133,9627,656,641
7189,6349,590,464,231,6661,12640,9120,664,958
6690,6526,432,-499,144,6707,11922,9838,655,547
6727,6645,328,38,81,6739,11780,9980,656,358
6473,6659,317,-254,36,6676,11777,9983,651,-46
6862,6705,317,388,35,6732,11726,10034,659,-28
6324,6740,250,-537,-67,6638,12339,9421,648,-299
5978,6621,341,-346,-111,6447,11693,10067,639,-373
6165,6551,369,186,-137,6361,12299,9461,644,-632
6342,6445,282,177,-87,6332,12137,9623,648,-454
6076,6368,288,-266,-91,6251,11644,10116,641,-279
6290,6314,255,214,-59,6249,12069,9691,647,-125
6027,6258,262,-263,-66,6181,12234,9526,640,-203
6179,6173,129,152,-8,6161,13040,8720,644,-12
6155,6151,116,-24,7,6155,11810,9950,643,-50
6313,6193,106,158,2,6204,11022,10738,647,36
5961,6168,131,-352,-21,6137,10977,10783,638,-40
6267,6158,121,306,6,6168,12357,9403,646,35
6009,6150,128,-258,-15,6126,12059,9701,639,-114
5890,6100,141,-119,-22,6056,10968,10792,636,-72
5840,6077,165,-49,-51,5997,11806,9954,634,-262
5665,6012,207,-175,-75,5900,11368,10392,629,-342
5631,5947,233,-34,-91,5818,11758,10002,628,-375
6116,5922,201,484,-38,5887,10614,11146,642,-189
5800,5902,204,-316,-44,5861,12084,9676,633,-85
5731,5835,156,-69,-19,5813,11075,10685,631,75
5564,5780,163,-167,-23,5739,10996,10764,626,-130
5636,5748,163,72,-23,5706,11857,9903,628,-167
5901,5756,169,265,-1,5756,11871,9889,636,-88
6844,5903,392,943,80,6061,11638,10122,657,359
6641,6029,444,-203,113,6234,11334,10426,654,693
6922,6130,534,281,197,6429,12563,9197,659,1076
6943,6273,578,21,229,6589,11845,9915,659,900
6290,6343,541,-654,172,6530,11110,10650,646,601
5752,6366,510,-538,40,6341,12044,9716,632,-61
6380,6459,430,628,-37,6371,11837,9923,648,-510
5710,6435,464,-670,-160,6201,12003,9757,630,-781
5725,6295,488,15,-175,6050,12004,9756,631,-571
5534,6157,526,-190,-201,5891,11790,9970,625,-801
5782,6015,448,248,-151,5832,11868,9892,633,-535
5400,5822,320,-383,-102,5681,11216,10544,621,-399
5845,5766,268,445,-50,5709,11816,9944,635,-145
5727,5763,269,-118,-55,5713,11142,10618,631,-169
5895,5702,152,168,22,5745,11617,10143,636,192
6509,5802,307,614,90,5958,11363,10397,652,386
6440,5891,369,-69,135,6099,11862,9898,650,623
6361,5995,371,-79,136,6187,11487,10273,649,707
7032,6151,492,671,200,6433,12021,9739,662,736
6383,6274,404,-649,138,6448,12329,9431,649,509
6760,6388,395,377,133,6552,11208,10552,657,539
6780,6520,322,20,95,6638,11276,10484,657,194
6105,6546,275,-675,-7,6511,12133,9627,642,3
5812,6459,368,-293,-72,6316,12095,9665,634,-363
5861,6387,418,49,-124,6187,12512,9248,636,-738
5622,6294,489,-239,-190,6025,11913,9847,628,-847
5541,6108,455,-81,-174,5863,11540,10220,626,-693
5348,5979,503,-194,-208,5705,11727,10033,619,-760
5807,5859,408,459,-139,5704,11225,10535,634,-471
6538,5829,342,732,17,5906,11687,10073,652,109
7970,6062,791,1432,224,6474,11795,9965,674,1135
6851,6192,824,-1119,263,6597,12318,9442,659,1484
7550,6403,923,699,341,6882,11742,10018,669,1686
8428,6754,1079,878,426,7347,13106,8654,678,1369
7796,7036,1018,-633,383,7522,11499,10261,672,1422
7180,7265,794,-616,214,7487,11511,10249,664,858
7290,7450,575,110,60,7479,12404,9356,665,-46
6372,7430,610,-917,-128,7198,12050,9710,648,-772
5951,7177,738,-421,-193,6830,11708,10052,638,-1023
5739,7038,878,-212,-348,6526,12416,9344,632,-1628
5520,6784,981,-219,-420,6218,11721,10039,625,-1677
5671,6440,812,151,-336,6005,10897,10863,630,-1274
6111,6229,632,440,-218,5984,11852,9908,642,-739
5359,6002,574,-752,-189,5778,11064,10696,619,-460
5821,5818,304,461,-66,5747,11276,10484,634,-87
5991,5770,235,171,8,5798,11313,10447,639,-75
5414,5703,250,-578,-3,5687,12137,9623,621,62
5358,5656,274,-56,-28,5594,11276,10484,619,-109
5671,5675,269,313,-41,5618,12084,9676,630,-310
5023,5594,345,-648,-95,5451,10478,11282,606,-388
5032,5459,327,9,-87,5316,11826,9934,606,-347
5634,5493,329,602,-83,5403,11386,10374,628,-422
5767,5486,323,134,-25,5493,11763,9997,633,-14
5560,5432,265,-208,35,5497,10903,10857,626,354
6445,5561,426,885,118,5763,12912,8848,650,580
6226,5670,469,-219,151,5903,10754,11006,645,651
6070,5719,487,-156,185,5956,12107,9653,641,844
6187,5865,428,117,149,6046,11977,9783,644,474
6130,6002,293,-57,82,6097,12096,9664,642,203
6284,6084,269,154,66,6162,12237,9523,646,187
7024,6241,382,741,110,6413,13021,8739,661,382
6150,6314,289,-875,30,6363,11932,9828,643,274
6068,6267,294,-82,23,6279,11574,10186,640,235
5940,6232,314,-128,-8,6186,11816,9944,637,-287
5769,6194,347,-171,-64,6074,11588,10172,632,-430
6030,6174,352,261,-79,6058,12070,9690,639,-418
6352,6202,356,322,-69,6138,10719,11041,647,-243
6146,6185,355,-206,-65,6136,11673,10087,642,-14
6061,6064,158,-84,15,6090,11441,10319,640,195
5914,6035,162,-148,12,6040,11614,10146,636,9
6264,6059,179,351,34,6101,12432,9328,645,33
6091,6078,173,-173,24,6103,12519,9241,641,18
6394,6156,156,303,17,6193,12460,9300,648,150
5741,6120,206,-653,-31,6072,10959,10801,631,-72
5412,6003,291,-330,-65,5881,11953,9807,620,-246
5381,5907,349,-31,-102,5735,12034,9726,619,-634
5451,5831,373,70,-123,5647,11978,9782,621,-667
5560,5787,381,110,-137,5615,10897,10863,625,-517
5910,5742,342,350,-76,5679,11524,10236,636,-164
5455,5663,325,-455,-62,5605,11732,10028,622,-34
5757,5583,183,302,24,5625,11598,10162,631,198
5696,5578,178,-61,50,5642,11954,9806,629,93
5785,5624,178,89,50,5688,12104,9656,632,194
5519,5641,159,-266,15,5649,11772,9988,624,40
5649,5666,142,130,-5,5655,11485,10275,628,-25
5356,5641,173,-293,-42,5574,11567,10193,618,-213
5109,5540,215,-247,-58,5436,11706,10054,609,-271
5116,5498,257,7,-102,5346,11295,10465,609,-488
5405,5454,239,289,-82,5351,11682,10078,620,-391
5417,5419,221,12,-59,5360,11412,10348,621,-171
6300,5484,353,883,53,5609,11383,10377,646,358
5572,5490,354,-728,64,5601,11438,10322,626,436
5729,5500,360,157,101,5635,11970,9790,631,586
5730,5547,362,2,105,5669,11958,9802,631,208
5739,5626,325,9,74,5704,12022,9738,631,171
6285,5772,326,546,74,5882,11419,10341,646,234
6627,5925,397,342,106,6102,11966,9794,653,468
6157,6017,351,-470,71,6137,12234,9526,643,543
5833,5959,338,-325,86,6048,10796,10964,634,395
5781,5985,314,-52,29,5987,11889,9871,632,-98
5708,5983,316,-73,-21,5917,10722,11038,630,-334
5863,5999,306,155,-58,5907,11971,9789,635,-344
6235,6061,297,371,-66,6003,11160,10600,645,-201
5852,6007,290,-383,-60,5953,11275,10485,634,-38
5905,5917,172,53,-2,5921,12067,9693,636,129
6350,5941,212,446,60,6034,10846,10914,647,152
5909,5950,209,-441,46,6004,11109,10651,636,167
5698,5940,219,-211,7,5926,12158,9602,630,73
6167,5997,211,468,1,5999,12226,9534,643,-116
5775,5986,219,-391,-32,5940,11603,10157,632,-170
5945,5950,198,170,-9,5933,11494,10266,637,19
5753,5938,207,-192,-36,5885,11962,9798,632,-182
6182,5972,221,429,-19,5967,12095,9665,643,-20
6162,5949,187,-19,37,6011,11557,10203,643,133
6926,6076,372,764,114,6268,11675,10085,659,556
6288,6150,347,-638,91,6289,11080,10680,646,494
6125,6144,347,-163,91,6247,11653,10107,642,483
6301,6210,320,177,65,6275,11668,10092,646,45
6278,6252,304,-23,42,6285,12256,9504,646,-27
6182,6305,242,-96,-17,6271,11933,9827,644,-83
6992,6407,325,810,27,6474,12220,9540,661,124
6703,6474,323,-290,25,6546,11965,9795,655,242
6632,6438,284,-70,87,6560,12770,8990,654,541
7284,6562,390,652,141,6769,11796,9964,665,497
7252,6703,410,-32,152,6921,11655,10105,665,565
6762,6761,380,-491,114,6894,11084,10676,656,542
6857,6833,334,95,70,6901,11718,10042,658,198
6668,6894,241,-189,-14,6856,11841,9919,654,-210
7166,6916,256,498,20,6938,10839,10921,663,-30
7460,7010,297,294,42,7090,13161,8599,667,141
7289,7092,271,-172,25,7158,12254,9506,665,340
6857,7039,270,-431,26,7071,12013,9747,658,261
7318,7047,277,461,72,7134,12160,9600,666,172
6596,7026,303,-722,4,6995,12827,8933,653,-164
6282,6955,390,-314,-76,6801,11664,10096,646,-356
6311,6910,438,29,-161,6668,10980,10780,647,-822
6064,6772,504,-247,-204,6487,12321,9439,641,-885
6059,6597,477,-5,-189,6341,12857,8903,640,-724
6528,6502,399,469,-121,6366,11258,10502,652,-456
6367,6441,377,-161,-94,6353,12342,9418,648,-196
8260,6558,668,1893,151,6856,11504,10256,677,789
7638,6689,758,-621,245,7080,11860,9900,670,1173
6619,6731,743,-1019,196,6974,12192,9568,654,1240
6077,6701,763,-542,97,6744,12774,8986,641,123
6407,6744,736,330,4,6669,11781,9979,649,-603
5774,6709,774,-634,-151,6437,11773,9987,633,-996
6024,6646,806,250,-227,6320,12276,9484,640,-924
6257,6632,811,233,-289,6301,11000,10760,646,-982
7101,6487,578,845,-76,6469,11747,10013,663,-42
6902,6395,426,-200,82,6557,11991,9769,659,573
9115,6707,1001,2213,333,7266,12317,9443,682,1598
8136,6964,1068,-979,384,7540,12020,9740,676,1738
6576,6986,1059,-1559,292,7304,12006,9754,653,1531
6454,7071,983,-122,118,7111,12148,9612,650,-24
6468,7126,933,14,-44,6962,12111,9649,651,-1003
6083,7104,955,-385,-224,6738,12832,8928,641,-1231
6589,7040,970,506,-268,6686,11256,10504,653,-1057
6120,6943,1017,-469,-359,6523,10896,10864,643,-1086
5891,6540,649,-229,-214,6275,13062,8698,636,-543
5496,6210,360,-395,-130,6007,11828,9932,624,-598
5670,6097,370,174,-136,5898,12492,9268,630,-657
5362,5960,412,-308,-158,5734,12735,9025,619,-721
5721,5867,368,359,-124,5710,11848,9912,631,-451
5163,5752,422,-558,-159,5548,10967,10793,612,-538
5250,5584,307,87,-111,5436,11600,10160,615,-330
6094,5581,301,844,-12,5600,11711,10049,642,-126
5818,5572,293,-276,41,5652,11558,10202,634,238
5397,5559,298,-421,19,5585,13159,8601,621,336
5766,5571,304,369,48,5633,11721,10039,633,142
5297,5563,310,-469,2,5547,10807,10953,617,-123
5324,5513,313,28,-1,5480,11274,10486,618,-82
7509,5807,703,2185,128,6053,11493,10267,669,378
8080,6161,988,571,258,6638,12586,9174,675,1297
7412,6325,1070,-668,355,6869,11542,10218,668,2147
7598,6548,1125,185,407,7100,12039,9721,670,1838
7452,6805,1066,-146,359,7245,11784,9976,668,1092
7318,6999,998,-135,290,7307,12112,9648,666,731
6941,7204,770,-377,103,7261,11973,9787,660,52
6351,7333,474,-589,-169,7062,12713,9047,648,-740
6769,7240,502,418,-197,6968,12278,9482,657,-885
7579,7177,417,809,-79,7107,12296,9464,670,-444
6302,7039,494,-1276,-127,6875,12162,9598,647,-249
6290,6875,498,-13,-130,6692,12366,9394,647,-243
6830,6798,448,541,-71,6709,12412,9348,658,-517
7181,6780,430,351,16,6824,10924,10836,664,-21
6874,6772,427,-307,41,6834,11775,9985,659,304
7123,6869,408,249,25,6928,12564,9196,663,305
6413,6824,435,-710,-23,6789,12112,9648,649,-33
7225,6780,369,812,91,6888,12383,9377,665,224
7499,6929,387,274,100,7074,12394,9366,668,186
7092,7029,304,-406,45,7101,12157,9603,662,388
6300,6963,387,-792,-37,6886,12198,9562,647,1
6936,6933,378,636,-16,6892,12052,9708,660,-250
6311,6862,431,-625,-74,6731,11216,10544,647,-554
6246,6753,461,-65,-98,6585,11108,10652,645,-408
6597,6776,448,351,-147,6593,12195,9565,653,-626
6927,6739,421,330,-86,6668,12289,9471,659,-238
6285,6587,328,-642,-43,6539,12325,9435,646,26
7191,6599,348,906,62,6705,11724,10036,664,323
7107,6700,363,-84,72,6828,11646,10114,662,257
7781,6806,510,674,187,7089,12717,9043,671,886
7360,6937,500,-421,181,7186,11887,9873,666,767
8238,7186,583,878,215,7505,12473,9287,676,971
7602,7311,550,-636,187,7557,12537,9223,669,675
8006,7446,571,405,203,7699,12615,9145,674,804
6856,7518,443,-1150,30,7504,12020,9740,658,-47
6833,7473,490,-23,-62,7327,11727,10033,657,-385
6869,7443,517,36,-152,7206,12350,9410,658,-945
6835,7325,534,-35,-166,7087,11881,9879,657,-767
6896,7267,552,61,-198,7026,12958,8802,658,-641
7653,7194,448,757,-62,7166,11767,9993,670,-106
7157,7138,421,-496,-22,7152,12171,9589,663,155
7520,7077,312,363,103,7230,11970,9790,668,585
7058,7102,301,-462,78,7193,12404,9356,661,228
6550,7067,344,-508,3,7024,11290,10470,652,-39
6314,6998,424,-236,-81,6831,12664,9096,647,-571
6960,7013,420,646,-102,6867,11899,9861,660,-649
6269,6935,487,-690,-176,6700,11610,10150,646,-673
6241,6759,450,-28,-157,6546,11865,9895,645,-430
6252,6645,449,11,-157,6447,12531,9229,645,-626
5882,6441,370,-370,-127,6260,11707,10053,636,-505
6056,6315,304,174,-92,6181,11786,9974,641,-404
6919,6361,359,864,-17,6376,12214,9546,660,-122
6826,6426,389,-93,17,6503,12916,8844,658,280
7152,6450,426,326,134,6671,11283,10477,663,826
7215,6568,486,63,179,6833,11677,10083,664,795
7258,6695,516,43,201,6968,12748,9012,665,822
7276,6823,517,18,202,7073,12004,9756,665,683
7323,7003,395,47,143,7176,12820,8940,666,452
6480,7056,274,-843,-2,7014,12387,9373,651,-48
6275,6976,377,-204,-82,6811,12170,9590,646,-453
5951,6866,509,-324,-183,6572,12109,9651,638,-1009
5662,6680,629,-290,-253,6303,12683,9077,629,-1148
5848,6509,645,186,-265,6151,12192,9568,635,-1102
6918,6467,605,1070,-151,6333,12048,9712,660,-518
6640,6387,530,-278,-50,6392,11564,10196,654,131
5897,6209,412,-743,10,6229,11364,10396,636,442
5587,6097,444,-310,-13,6044,11678,10082,627,-90
5468,5996,482,-119,-46,5877,11745,10015,623,-553
5719,5967,491,251,-74,5831,11607,10153,631,-602
7055,6141,589,1336,-16,6176,11993,9767,662,-98
5912,6150,585,-1142,-67,6112,11588,10172,637,127
5872,6019,511,-40,-8,6023,11524,10236,636,418
6054,5946,455,182,62,6014,11444,10316,641,1
5974,5955,455,-80,59,6006,13012,8748,639,19
5650,5963,449,-324,-6,5919,12179,9581,629,-113
6013,6031,408,363,-55,5958,11373,10387,640,-243
5831,6045,399,-183,-105,5929,12415,9345,635,-342
5539,5856,168,-291,-39,5790,11590,10170,626,-98
5300,5779,246,-239,-79,5650,11610,10150,617,-356
5422,5723,269,122,-99,5581,11334,10426,622,-484
5040,5596,317,-383,-120,5417,11997,9763,607,-548
5451,5531,285,411,-92,5411,11095,10665,623,-363
5236,5479,296,-215,-104,5356,12108,9652,615,-379
5023,5355,250,-213,-85,5245,11928,9832,607,-190
4770,5223,244,-253,-82,5097,11453,10307,596,-341
4650,5111,275,-119,-96,4960,12402,9358,590,-476
4816,5051,280,166,-101,4911,11438,10322,598,-489
5151,5017,248,335,-52,4963,10965,10795,612,-231
5015,5014,248,-136,-50,4976,11715,10045,606,-32
4922,4948,185,-92,-11,4948,11998,9762,603,131
4908,4907,149,-14,17,4929,11382,10378,602,67
5094,4916,158,185,45,4972,10615,11145,609,94
5301,4982,191,207,61,5069,11135,10625,617,190
6338,5193,456,1037,138,5433,11910,9850,648,615
5846,5322,476,-491,152,5565,11274,10486,635,810
5885,5414,504,38,181,5665,11012,10748,636,975
6128,5553,528,244,198,5812,11858,9902,643,640
6116,5702,496,-12,177,5921,11396,10364,643,545
6252,5870,421,137,138,6041,11388,10372,646,473
7078,6118,472,826,156,6356,11805,9955,663,583
6555,6275,373,-523,104,6440,12138,9622,653,566
6577,6305,386,22,136,6481,11377,10383,653,692
6995,6448,402,418,145,6642,12076,9684,661,418
6935,6580,367,-60,125,6744,12009,9751,660,410
6527,6630,327,-408,72,6701,12103,9657,652,304
6443,6671,276,-85,2,6646,12024,9736,650,-57
5925,6630,350,-517,-105,6457,11491,10269,637,-530
5830,6474,391,-95,-124,6265,11641,10119,634,-652
6174,6426,401,344,-140,6232,11636,10124,644,-719
6027,6357,416,-147,-157,6165,11696,10064,640,-555
5446,6164,434,-581,-165,5942,12615,9145,622,-450
5784,6020,333,338,-114,5871,11114,10646,633,-427
5433,5883,321,-351,-108,5731,11941,9819,622,-525
5096,5714,336,-337,-114,5535,12227,9533,610,-443
5074,5608,384,-22,-144,5396,12156,9604,609,-651
5148,5523,401,74,-159,5315,11338,10422,612,-667
5245,5407,322,97,-112,5272,11328,10432,615,-401
6043,5409,326,798,7,5465,11876,9884,641,112
5717,5443,342,-326,37,5536,11432,10328,631,361
5442,5400,317,-275,73,5503,12092,9668,623,535
5430,5399,317,-13,79,5484,10968,10792,622,208
6089,5524,364,659,104,5663,11187,10573,642,208
5940,5632,343,-149,91,5756,12087,9673,638,300
6460,5796,384,520,108,5969,12787,8973,651,588
6104,5903,331,-356,75,6026,11475,10285,642,424
6392,5947,368,288,131,6128,11503,10257,649,595
7356,6152,579,964,224,6480,12248,9512,667,745
6707,6310,534,-649,194,6572,12306,9454,655,814
6591,6455,421,-117,123,6609,12364,9396,653,688
8411,6745,745,1820,247,7124,12354,9406,678,786
6675,6837,683,-1736,155,7032,11743,10017,655,622
6048,6786,723,-627,48,6775,11722,10038,641,414
5858,6755,756,-190,-102,6539,11871,9889,635,-898
6263,6738,765,405,-182,6466,12079,9681,646,-1092
6292,6605,738,29,-153,6393,11980,9780,647,-749
6674,6601,738,382,-136,6462,12161,9599,655,-307
6408,6578,741,-266,-153,6443,11877,9883,649,-193
6567,6348,275,159,42,6423,12521,9239,653,323
7096,6401,360,529,139,6603,11476,10284,662,464
6961,6515,375,-135,148,6718,12026,9734,660,576
7624,6736,437,662,170,6994,12805,8955,670,787
7653,6909,488,29,196,7197,12242,9518,670,805
6813,6974,433,-840,122,7116,11911,9849,657,622
6219,6918,494,-594,27,6879,11730,10030,644,-36
6407,6918,494,188,-70,6761,12012,9748,649,-700
6155,6866,547,-252,-172,6598,12603,9157,643,-969
6152,6748,585,-3,-206,6460,12626,9134,643,-816
6408,6679,588,256,-212,6432,12595,9165,649,-705
5917,6466,512,-491,-174,6256,11823,9937,637,-490
5729,6225,309,-188,-108,6070,11602,10158,631,-331
5788,6097,244,59,-82,5971,12431,9329,633,-457
5891,6056,248,104,-86,5942,12086,9674,636,-405
5860,5988,215,-31,-65,5906,11056,10704,635,-226
6003,5968,206,143,-45,5926,11920,9840,639,-81
5533,5891,236,-469,-62,5811,10933,10827,625,-148
5391,5764,194,-142,-48,5678,10906,10854,620,-195
5404,5700,216,13,-62,5595,10314,11446,620,-411
5556,5678,220,152,-71,5580,10886,10874,625,-364
5723,5670,217,167,-55,5614,11952,9808,631,-175
6773,5780,426,1050,60,5929,12554,9206,657,379
6339,5840,464,-434,116,6045,10881,10879,647,701
6858,5947,575,518,218,6272,10888,10872,658,1135
7010,6132,645,152,262,6497,11822,9938,661,966
6845,6314,615,-165,242,6625,11980,9780,658,945
6597,6463,512,-248,168,6651,11673,10087,653,567
6500,6581,382,-97,74,6639,11495,10265,651,107
5900,6603,334,-600,-74,6459,12478,9282,636,-433
5828,6485,411,-72,-121,6275,11573,10187,634,-654
6353,6486,410,525,-147,6295,12273,9487,648,-735
7327,6545,486,974,-37,6566,10846,10914,666,-68
7023,6547,488,-305,52,6681,11680,10080,661,567
6879,6551,490,-144,112,6731,11866,9894,659,841
6522,6541,490,-356,114,6677,11797,9963,652,426
6500,6542,490,-22,106,6633,12147,9613,651,148
6242,6584,445,-258,13,6545,12027,9733,645,-260
6376,6653,357,134,-86,6518,12222,9538,648,-448
6121,6624,388,-255,-162,6412,11954,9806,642,-604
6377,6505,287,256,-107,6377,12651,9109,649,-342
7017,6504,285,640,-9,6537,12428,9332,661,1
6896,6507,288,-121,64,6627,12155,9605,659,411
6852,6548,310,-44,94,6693,12622,9138,658,598
6939,6603,335,86,122,6766,12310,9450,660,469
6909,6686,317,-30,109,6820,10696,11064,659,342
7639,6844,421,731,155,7060,11636,10124,670,509
6966,6949,321,-674,88,7060,12225,9535,660,355
6670,6986,265,-296,3,6971,12021,9739,655,169
5949,6852,432,-721,-80,6685,11820,9940,638,-519
5604,6691,596,-345,-179,6379,12210,9550,627,-987
5678,6544,677,73,-247,6171,11212,10548,630,-1281
6533,6493,661,855,-205,6250,11210,10550,652,-888
6392,6429,642,-141,-169,6271,11202,10558,649,-365
6583,6297,463,191,-27,6320,12102,9658,653,330
7677,6386,624,1094,160,6679,11665,10095,670,798
7710,6516,762,33,301,6966,11852,9908,671,1293
7107,6661,751,-604,289,7033,13209,8551,662,1340
8163,6980,777,1057,301,7387,12090,9670,675,1087
8764,7366,800,600,310,7817,12237,9523,680,1032
8199,7574,773,-564,291,7959,12442,9318,676,1281
7724,7741,631,-476,176,7937,12281,9479,671,781
7447,7849,479,-277,28,7839,11973,9787,668,-94
7109,7778,538,-338,-52,7640,12349,9411,663,-562
7106,7702,582,-3,-115,7490,12266,9494,663,-771
6094,7576,776,-1013,-313,7113,12560,9200,641,-1290
5561,7250,980,-533,-418,6652,12030,9730,626,-1595
5916,6894,878,355,-367,6389,12023,9737,636,-1660
6155,6639,749,239,-289,6274,11651,10109,643,-1219
6512,6487,627,357,-184,6300,12126,9634,651,-469
7454,6488,628,943,0,6588,11813,9947,668,350
6342,6392,583,-1113,54,6505,11160,10600,647,603
6414,6306,518,73,132,6463,11754,10006,649,689
6251,6326,513,-164,105,6415,12655,9105,645,16
6173,6402,432,-78,10,6371,11880,9880,643,-196
6960,6533,423,787,5,6548,11628,10132,660,-114
8061,6771,630,1101,92,6979,12227,9533,674,470
7636,6912,680,-425,136,7175,12118,9642,670,1026
7296,6892,666,-340,226,7200,11925,9835,665,1236
7256,7006,640,-40,198,7240,11308,10452,665,624
7278,7114,602,23,157,7273,11683,10077,665,260
7594,7282,520,316,104,7391,11898,9862,669,151
8630,7589,500,1036,98,7769,11801,9959,679,392
7214,7621,466,-1416,0,7637,13455,8305,664,308
7048,7494,467,-167,-1,7462,11652,10108,661,219
7866,7523,481,819,45,7569,11878,9882,672,-235
7890,7597,486,24,52,7666,12551,9209,672,7
7271,7599,485,-619,-12,7568,12714,9046,664,123
7653,7646,470,382,-42,7600,12294,9466,669,-66
7337,7614,481,-317,-73,7527,11544,10216,665,-310
7148,7429,308,-188,-3,7391,11346,10414,662,-79
6732,7368,382,-416,-84,7213,11705,10055,655,-474
6473,7296,478,-259,-193,7012,12988,8772,649,-819
6623,7141,469,149,-188,6880,12182,9578,653,-851
6982,7027,374,360,-121,6880,13185,8575,659,-536
6381,6916,416,-601,-149,6731,12713,9047,647,-407
6526,6775,322,146,-103,6648,11656,10104,651,-233
6424,6661,259,-102,-72,6567,12021,9739,648,-348
6317,6557,203,-107,-48,6481,12066,9694,646,-216
6043,6471,251,-274,-72,6352,11661,10099,639,-336
6542,6480,252,499,-66,6402,12110,9650,651,-287
6163,6422,265,-379,-77,6329,12585,9175,642,-277
6306,6338,160,143,-27,6304,11510,10250,646,-1
6610,6366,184,304,0,6387,11871,9889,652,-11
6338,6343,174,-272,15,6370,12165,9595,646,120
5948,6283,213,-390,-9,6251,11781,9979,637,25
6637,6323,243,689,24,6356,11627,10133,653,-25
6557,6388,228,-80,13,6421,11474,10286,651,-11
6423,6373,222,-134,33,6418,11911,9849,648,266
6197,6377,218,-226,-4,6364,11120,10640,643,25
